Longevity data downloaded from FMP by Suheeta Roy on 3 Feb 2023,,,,,,,,,,,,
Aging BXD colony @ UTHSC on two diets- chow and high fat,,,,,,,,,,,,
Animals with age at death >200 days are considered for longevity analysis,,,,,,,,,,,,
,,,,,,,,,,,,
Index,EarTagNumberCurrent,EarTagNumberOriginal,StrainName,Sex,Diet,AgeAtDeath (days),CauseOfDeath,DateOfBirth,DateDietStart,DateOfDeath,AgeAtSettingUp (days),
1496,309,309,BXD55,F,HF,705,Natural,10/20/11,2/13/12,9/24/13,116,
1497,644,644,D2B6F1,F,HF,705,Natural,12/23/11,7/20/12,11/27/13,210,
1498,2521,2521,BXD27,F,HF,705,Natural,9/26/15,1/15/16,8/31/17,111,
1499,2558,2558,BXD28,F,HF,705,Natural,12/24/15,2/5/16,11/28/17,43,
1500,29,29,BXD74,F,HF,706,Natural,1/7/11,2/13/12,12/13/12,402,
1501,2431,2431,BXD19,F,HF,706,Natural,9/3/15,11/6/15,8/9/17,64,
1502,156,156,BXD102,F,HF,708,Natural,9/12/11,2/10/12,8/20/13,151,
1503,520,520,C57BL/6J,F,HF,708,Natural,2/9/12,7/20/12,1/17/14,162,
1504,2637,2637,BXD186,F,HF,708,Natural,8/8/16,9/13/16,7/17/18,36,
1505,439,439,BXD73,F,HF,709,Natural,10/31/11,2/13/12,10/9/13,105,
1506,2371,2371,BXD171,F,HF,709,Natural,7/25/15,11/3/15,7/3/17,101,
1507,2522,2522,BXD27,F,HF,709,Natural,9/26/15,1/15/16,9/4/17,111,
1508,2739,2739,BXD199,F,HF,710,Euthanized,12/12/17,2/23/18,11/22/19,73,
1509,2449,2449,BXD8,F,HF,710,Natural,9/20/15,11/6/15,8/30/17,47,
1510,2523,2523,BXD27,F,HF,711,Natural,12/8/15,2/5/16,11/18/17,59,
1511,2606,2606,BXD86,F,HF,711,Natural,6/20/16,8/11/16,6/1/18,52,
1512,685,685,BXD9,F,HF,712,Natural,3/15/12,7/20/12,2/25/14,127,
1513,2422,2422,BXD16,F,HF,712,Natural,8/13/15,11/6/15,7/25/17,85,
1514,2741,2741,BXD197,F,HF,712,Natural,12/12/17,2/23/18,11/24/19,73,
1515,355,355,BXD43,F,HF,713,Natural,8/9/11,2/13/12,7/22/13,188,
1516,1893,1893,BXD56,F,HF,713,Natural,6/17/14,10/22/14,5/30/16,127,
1517,2735,2735,BXD187,F,HF,714,Euthanized,10/31/17,1/8/18,10/15/19,69,
1518,1863,1863,BXD73,F,HF,715,Natural,8/4/14,10/22/14,7/19/16,79,
1519,2279,2279,BXD172,F,HF,715,Natural,8/23/14,8/5/15,8/7/16,347,
1520,2997,2997,BXD218,F,HF,716,Euthanized,7/10/19,1/10/20,6/25/21,184,
1521,2512,2512,BXD16,F,HF,719,Euthanized,10/30/15,1/14/16,10/18/17,76,
1522,2020,2020,C57BL/6J,F,HF,719,Natural,10/17/14,2/6/15,10/5/16,112,
1523,2187,2187,BXD27,F,HF,719,Natural,6/2/15,8/5/15,5/21/17,64,
1524,2411,2411,BXD27,F,HF,719,Natural,8/13/15,11/6/15,8/1/17,85,
1525,1932,1879,C57BL/6J,F,HF,720,Natural,6/17/14,10/22/14,6/6/16,127,
1526,144,144,BXD73,F,HF,721,Natural,9/26/11,2/13/12,9/16/13,140,
1527,2378,2378,BXD86,F,HF,721,Natural,7/3/15,11/3/15,6/23/17,123,
1528,2538,2538,BXD29,F,HF,722,Natural,10/20/15,1/15/16,10/11/17,87,
1529,597,597,BXD32,F,HF,723,Natural,2/12/12,7/20/12,2/4/14,159,
1530,892,892,BXD88,F,HF,724,Natural,1/21/12,7/20/12,1/14/14,181,
1531,1817,1817,DBA/2J,F,HF,724,Natural,6/30/14,10/22/14,6/23/16,114,
1532,2017,2017,C57BL/6J,F,HF,724,Natural,9/27/14,2/6/15,9/20/16,132,
1533,1049,1049,BXD34,F,HF,725,Natural,3/20/13,8/8/13,3/15/15,141,
1534,2066,2066,BXD70,F,HF,725,Natural,9/29/14,2/6/15,9/23/16,130,
1535,2367,2367,BXD172,F,HF,725,Natural,7/30/15,11/3/15,7/24/17,96,
1536,411,411,BXD61,F,HF,726,Natural,10/28/11,2/13/12,10/23/13,108,
1537,2011,2011,C57BL/6J,F,HF,726,Natural,9/19/14,2/6/15,9/14/16,140,
1538,2344,2344,BXD186,F,HF,726,Natural,7/15/15,11/3/15,7/10/17,111,
1539,709,709,BXD48a,F,HF,727,Natural,3/9/12,7/20/12,3/6/14,133,
1540,2499,2499,BXD73,F,HF,728,Euthanized,8/5/15,1/14/16,8/2/17,162,
1541,2530,2530,BXD28,F,HF,729,Natural,10/20/15,1/15/16,10/18/17,87,
1542,2642,2642,BXD86,F,HF,729,Natural,8/1/16,9/13/16,7/31/18,43,
1543,1921,1888,BXD32,F,HF,730,Natural,5/7/14,10/22/14,5/6/16,168,
1544,2455,2455,BXD86,F,HF,730,Natural,10/16/15,1/14/16,10/15/17,90,
1545,2517,2517,BXD19,F,HF,730,Natural,10/20/15,1/14/16,10/19/17,86,
1546,570,570,BXD69,F,HF,731,Natural,1/4/12,7/20/12,1/4/14,198,
1547,2838,2838,BXD15,F,HF,731,Natural,5/7/18,7/23/18,5/7/20,77,
1548,584,584,BXD79,F,HF,732,Natural,11/26/11,7/20/12,11/27/13,237,
1549,840,840,BXD53,F,HF,733,Natural,1/19/12,7/20/12,1/21/14,183,
1550,2839,2839,BXD15,F,HF,735,Euthanized,5/7/18,7/23/18,5/11/20,77,
1551,804,804,BXD65,F,HF,736,Natural,2/29/12,7/20/12,3/6/14,142,
1552,2150,2150,BXD61,F,HF,736,Natural,12/17/14,3/13/15,12/22/16,86,
1553,2156,2156,BXD32,F,HF,736,Natural,12/10/14,3/13/15,12/15/16,93,
1554,135,135,BXD48,F,HF,737,Natural,9/9/11,2/13/12,9/15/13,157,
1555,152,152,BXD102,F,HF,737,Natural,10/17/11,2/10/12,10/23/13,116,
1556,1102,1102,DBA/2J,F,HF,737,Natural,2/20/13,8/8/13,2/27/15,169,
1557,2067,2067,BXD70,F,HF,737,Natural,9/29/14,2/6/15,10/5/16,130,
1558,228,228,BXD102,F,HF,739,Natural,9/10/11,2/10/12,9/18/13,153,
1559,2613,2613,BXD89,F,HF,739,Natural,7/15/16,8/11/16,7/24/18,27,
1560,721,721,BXD101,F,HF,740,Natural,1/12/12,7/20/12,1/21/14,190,
1561,1910,1910,BXD73b,F,HF,740,Natural,6/22/14,10/22/14,7/1/16,122,
1562,2186,2186,DBA/2J,F,HF,741,Natural,11/13/14,3/13/15,11/23/16,120,
1563,2867,2867,BXD181,F,HF,741,Natural,5/29/18,8/13/18,6/8/20,76,
1564,524,524,C57BL/6J,F,HF,742,Natural,2/27/12,7/20/12,3/10/14,144,
1565,1805,1805,C57BL/6J,F,HF,742,Natural,7/16/14,10/22/14,7/27/16,98,
1566,2237,2237,BXD175,F,HF,743,Natural,11/13/14,8/5/15,11/25/16,265,
1567,2408,2408,BXD19,F,HF,744,Natural,8/15/15,11/6/15,8/28/17,83,
1568,2062,2062,BXD61,F,HF,747,Natural,10/3/14,2/6/15,10/19/16,126,
1569,2439,2439,BXD28,F,HF,747,Natural,9/15/15,11/6/15,10/1/17,52,
1570,264,264,BXD100,F,HF,749,Natural,10/5/11,2/10/12,10/23/13,128,
1571,2175,2175,C57BL/6J,F,HF,749,Natural,12/10/14,3/13/15,12/28/16,93,
1572,2441,2441,BXD29,F,HF,750,Natural,9/10/15,11/6/15,9/29/17,57,
1573,180,180,BXD89,F,HF,751,Natural,9/19/11,2/13/12,10/9/13,147,
1574,472,472,BXD65b,F,HF,751,Natural,4/18/11,2/13/12,5/8/13,301,
1575,631,631,BXD98,F,HF,751,Natural,1/2/12,7/20/12,1/22/14,200,
1576,2865,2865,BXD181,F,HF,752,Euthanized,5/11/18,8/13/18,6/1/20,94,
1577,783,783,BXD73b,F,HF,753,Natural,3/22/12,7/20/12,4/14/14,120,
1578,3016,3016,BXD202,F,HF,754,Euthanized,7/12/19,1/17/20,8/4/21,189,
1579,2075,2075,BXD89,F,HF,754,Natural,9/28/14,2/6/15,10/21/16,131,
1580,2221,2221,BXD113,F,HF,757,Natural,6/2/15,8/5/15,6/28/17,64,
1581,2539,2539,BXD29,F,HF,757,Natural,10/20/15,1/15/16,11/15/17,87,
1582,553,553,BXD89,F,HF,758,Natural,2/26/12,7/20/12,3/25/14,145,
1583,2468,2468,BXD90,F,HF,758,Natural,11/24/15,1/14/16,12/21/17,51,
1584,1701,1701,BXD90,F,HF,760,Natural,4/19/14,7/25/14,5/18/16,97,
1585,842,842,BXD53,F,HF,761,Natural,1/19/12,7/20/12,2/18/14,183,
1586,1503,1503,BXD44,F,HF,761,Natural,1/16/14,4/11/14,2/16/16,85,
1587,2174,2174,C57BL/6J,F,HF,761,Natural,12/10/14,3/13/15,1/9/17,93,
1588,2469,2469,BXD90,F,HF,762,Natural,11/24/15,1/14/16,12/25/17,51,
1589,2144,2144,BXD69,F,HF,763,Natural,11/18/14,3/13/15,12/20/16,115,
1590,621,621,BXD48a,F,HF,764,Natural,2/1/12,7/20/12,3/6/14,170,
1591,1178,1178,BXD73b,F,HF,764,Natural,9/20/12,8/8/13,10/24/14,322,
1592,2354,2354,BXD8,F,HF,764,Natural,6/23/15,11/3/15,7/26/17,133,
1593,730,730,BXD67,F,HF,765,Natural,3/10/12,7/20/12,4/14/14,132,
1594,2226,2226,BXD187,F,HF,765,Natural,6/8/15,8/5/15,7/12/17,58,
1595,2535,2535,BXD29,F,HF,767,Euthanized,10/4/15,1/15/16,11/9/17,103,
1596,815,815,BXD63,F,HF,768,Natural,1/18/12,7/20/12,2/24/14,184,
1597,2470,2470,BXD51,F,HF,768,Natural,10/18/15,1/14/16,11/24/17,88,
1598,402,402,BXD69,F,HF,771,Natural,10/18/11,2/13/12,11/27/13,118,
1599,707,707,BXD48a,F,HF,772,Natural,3/9/12,7/20/12,4/20/14,133,
1600,1804,1804,C57BL/6J,F,HF,774,Natural,7/16/14,10/22/14,8/28/16,98,
1601,2488,2488,BXD62,F,HF,774,Natural,8/12/15,1/14/16,9/24/17,155,
1602,2618,2618,BXD161,F,HF,775,Natural,7/27/16,9/13/16,9/10/18,48,
1603,2868,2868,BXD181,F,HF,776,Euthanized,5/29/18,8/13/18,7/13/20,76,
1604,110,110,BXD63,F,HF,776,Natural,3/6/11,2/13/12,4/20/13,344,
1605,1777,1176,BXD73b,F,HF,777,Natural,8/15/12,8/8/13,10/1/14,358,
1606,1484,1484,BXD70,F,HF,777,Natural,2/21/14,4/11/14,4/8/16,49,
1607,143,143,BXD73,F,HF,778,Natural,9/26/11,2/13/12,11/12/13,140,
1608,874,874,BXD91,F,HF,778,Natural,3/19/12,7/20/12,5/6/14,123,
1609,2636,2636,BXD186,F,HF,781,Natural,8/4/16,9/13/16,9/24/18,40,
1610,2262,2262,BXD169,F,HF,784,Natural,8/29/14,8/5/15,10/21/16,341,
1611,2200,2200,BXD28,F,HF,785,Euthanized,6/9/15,8/5/15,8/2/17,57,
1612,3123,3123,C57BL/6J,F,HF,789,Euthanized,12/18/19,6/18/20,2/14/22,183,
1613,3005,3005,BXD172,F,HF,791,Euthanized,7/10/19,1/10/20,9/8/21,184,
1614,2545,2545,BXD73,F,HF,794,Euthanized,1/9/16,2/5/16,3/13/18,27,
1615,618,618,BXD79,F,HF,794,Natural,11/20/11,7/20/12,1/22/14,243,
1616,2615,2615,BXD157,F,HF,794,Natural,8/12/16,9/13/16,10/15/18,32,
1617,2312,2312,BXD161,F,HF,795,Natural,7/9/15,9/9/15,9/11/17,62,
1618,2633,2633,BXD172,F,HF,795,Natural,8/5/16,9/13/16,10/9/18,39,
1619,2573,2573,BXD77,F,HF,798,Natural,4/1/16,5/12/16,6/8/18,41,
1620,2292,2292,BXD16,F,HF,799,Natural,5/26/15,8/5/15,8/2/17,71,
1621,2346,2346,BXD186,F,HF,799,Natural,7/15/15,11/3/15,9/21/17,111,
1622,2201,2201,BXD199,F,HF,800,Euthanized,6/11/15,8/5/15,8/19/17,55,
1623,1773,1693,BXD48a,F,HF,800,Natural,4/28/14,7/25/14,7/6/16,88,
1624,3125,3125,C57BL/6J,F,HF,801,Natural,12/18/19,6/18/20,2/26/22,183,
1625,1730,1730,BXD73b,F,HF,802,Natural,4/21/14,7/25/14,7/1/16,95,
1626,1464,1464,BXD73b,F,HF,804,Natural,12/20/13,4/11/14,3/3/16,112,
1627,2275,2275,C57BL/6J,F,HF,804,Natural,10/20/14,8/5/15,1/1/17,289,
1628,2446,2446,BXD8,F,HF,805,Natural,9/9/15,11/6/15,11/22/17,58,
1629,2672,2672,BXD157,F,HF,808,Euthanized,11/28/16,2/24/17,2/14/19,88,
1630,2832,2832,BXD11,F,HF,811,Euthanized,4/24/18,7/23/18,7/13/20,90,
1631,2641,2641,BXD86,F,HF,813,Natural,8/1/16,9/13/16,10/23/18,43,
1632,81,81,BXD102,F,HF,816,Natural,5/2/11,3/12/12,7/26/13,315,
1633,2503,2503,DBA/2J,F,HF,816,Natural,8/13/15,1/14/16,11/6/17,154,
1634,2805,2805,BXD191,F,HF,820,Euthanized,3/21/18,7/6/18,6/18/20,107,
1635,727,727,BXD34,F,HF,820,Natural,12/7/11,7/20/12,3/6/14,226,
1636,2453,2453,BXD86,F,HF,820,Natural,10/16/15,1/14/16,1/13/18,90,
1637,2892,2892,BXD22,F,HF,821,Euthanized,7/24/18,11/19/18,10/22/20,118,
1638,561,561,BXD48,F,HF,821,Natural,1/14/12,7/20/12,4/14/14,188,
1639,1047,1047,BXD29,F,HF,826,Natural,3/19/13,8/8/13,6/23/15,142,
1640,2531,2531,BXD28,F,HF,828,Natural,10/20/15,1/15/16,1/25/18,87,
1641,2623,2623,BXD168,F,HF,828,Natural,7/21/16,9/13/16,10/27/18,54,
1642,2385,2385,BXD73b,F,HF,832,Euthanized,6/12/15,11/3/15,9/21/17,144,
1643,427,427,BXD66,F,HF,833,Natural,11/7/11,2/13/12,2/17/14,98,
1644,558,558,BXD55,F,HF,833,Natural,11/24/11,7/20/12,3/6/14,239,
1645,2080,2080,BXD90,F,HF,834,Natural,10/18/14,2/6/15,1/29/17,111,
1646,2212,2212,BXD19,F,HF,835,Natural,6/9/15,8/5/15,9/21/17,57,
1647,2599,2599,BXD157,F,HF,836,Euthanized,7/3/16,8/11/16,10/17/18,39,
1648,2239,2239,BXD175,F,HF,839,Natural,6/28/15,8/5/15,10/14/17,38,
1649,2666,2666,BXD157,F,HF,840,Euthanized,10/17/16,12/13/16,2/4/19,57,
1650,2715,2715,BXD190,F,HF,841,Euthanized,10/18/17,12/7/17,2/6/20,50,
1651,684,684,BXD24,F,HF,841,Natural,1/3/12,7/20/12,4/23/14,199,
1652,471,471,BXD65b,F,HF,843,Natural,4/18/11,2/13/12,8/8/13,301,
1653,2256,2256,BXD161,F,HF,843,Natural,6/24/15,8/5/15,10/14/17,42,
1654,431,431,BXD89,F,HF,845,Natural,11/5/11,2/13/12,2/27/14,100,
1655,1319,1319,BXD86,F,HF,846,Natural,5/8/13,11/15/13,9/1/15,191,
1656,551,551,BXD89,F,HF,850,Natural,2/26/12,7/20/12,6/25/14,145,
1657,871,871,BXD91,F,HF,851,Euthanized,3/26/12,7/20/12,7/25/14,116,
1658,869,869,BXD91,F,HF,851,Natural,3/26/12,7/20/12,7/25/14,116,
1659,870,870,BXD91,F,HF,851,Natural,3/26/12,7/20/12,7/25/14,116,
1660,1278,1039,BXD29,F,HF,852,Natural,2/21/13,8/8/13,6/23/15,168,
1661,2151,2151,BXD43,F,HF,852,Natural,11/29/14,3/13/15,3/30/17,104,
1662,3024,3024,BXD73,F,HF,853,Natural,7/16/19,1/17/20,11/15/21,185,
1663,3122,3122,C57BL/6J,F,HF,853,Natural,12/18/19,6/18/20,4/19/22,183,
1664,2507,2507,BXD77,F,HF,855,Natural,7/28/15,1/14/16,11/29/17,170,
1665,79,79,BXD102,F,HF,856,Natural,4/3/11,3/12/12,8/6/13,344,
1666,2442,2442,BXD29,F,HF,857,Natural,9/10/15,11/6/15,1/14/18,57,
1667,873,873,BXD91,F,HF,858,Euthanized,3/19/12,7/20/12,7/25/14,123,
1668,613,613,BXD86,F,HF,858,Natural,8/18/11,7/20/12,12/23/13,337,
1669,2384,2384,BXD73b,F,HF,860,Natural,6/12/15,11/3/15,10/19/17,144,
1670,2496,2496,BXD87,F,HF,860,Natural,8/5/15,1/14/16,12/12/17,162,
1671,108,108,BXD63,F,HF,862,Natural,3/6/11,2/13/12,7/15/13,344,
1672,2041,2041,BXD43,F,HF,862,Natural,10/17/14,2/6/15,2/25/17,112,
1673,2725,2725,BXD195,F,HF,863,Natural,11/1/17,1/8/18,3/13/20,68,
1674,2001,2001,D2B6F1,F,HF,865,Natural,9/3/14,2/6/15,1/15/17,156,
1675,294,294,BXD29,F,HF,867,Natural,10/4/11,2/13/12,2/17/14,132,
1676,2340,2340,BXD168,F,HF,874,Natural,7/20/15,11/3/15,12/10/17,106,
1677,2021,2021,C57BL/6J,F,HF,878,Natural,10/17/14,2/6/15,3/13/17,112,
1678,266,266,BXD73b,F,HF,880,Natural,8/26/11,2/13/12,1/22/14,171,
1679,2383,2383,BXD73b,F,HF,881,Euthanized,6/12/15,11/3/15,11/9/17,144,
1680,2559,2559,BXD28,F,HF,882,Natural,12/24/15,2/5/16,5/24/18,43,
1681,2188,2188,BXD27,F,HF,883,Natural,6/9/15,8/5/15,11/8/17,57,
1682,1083,1083,BXD68,F,HF,885,Natural,2/23/13,8/8/13,7/28/15,166,
1683,813,813,BXD63,F,HF,889,Natural,1/18/12,7/20/12,6/25/14,184,
1684,1449,1449,BXD73,F,HF,889,Natural,12/19/13,4/11/14,5/26/16,113,
1685,2476,2476,BXD43,F,HF,890,Natural,8/12/15,1/14/16,1/18/18,155,
1686,2003,2003,D2B6F1,F,HF,891,Natural,9/3/14,2/6/15,2/10/17,156,
1687,339,339,BXD100,F,HF,892,Natural,10/24/11,2/10/12,4/3/14,109,
1688,2724,2724,BXD195,F,HF,895,Euthanized,11/1/17,1/8/18,4/14/20,68,
1689,2231,2231,BXD168,F,HF,897,Natural,6/24/15,8/5/15,12/7/17,42,
1690,2002,2002,D2B6F1,F,HF,898,Natural,9/3/14,2/6/15,2/17/17,156,
1691,1211,1211,BXD73b,F,HF,900,Natural,8/15/12,8/8/13,2/1/15,358,
1692,1778,1731,BXD73b,F,HF,901,Natural,4/21/14,7/25/14,10/8/16,95,
1693,78,78,BXD102,F,HF,905,Natural,4/3/11,3/12/12,9/24/13,344,
1694,729,729,BXD67,F,HF,920,Natural,3/10/12,7/20/12,9/16/14,132,
1695,2668,2668,BXD168,F,HF,921,Natural,12/4/16,2/24/17,6/13/19,82,
1696,1395,1395,BXD77,F,HF,923,Natural,1/1/14,2/28/14,7/12/16,58,
1697,112,112,BXD67,F,HF,927,Natural,11/9/10,2/13/12,5/24/13,461,
1698,2454,2454,BXD86,F,HF,930,Euthanized,10/16/15,1/14/16,5/3/18,90,
1699,421,421,BXD73b,F,HF,937,Natural,10/5/11,2/13/12,4/29/14,131,
1700,154,154,BXD102,F,HF,940,Natural,10/17/11,2/10/12,5/14/14,116,
1701,1723,1723,BXD61,F,HF,940,Natural,5/10/14,7/25/14,12/5/16,76,
1702,2129,2129,BXD66,F,HF,940,Natural,9/22/13,2/6/15,4/19/16,502,
1703,447,447,BXD102,F,HF,942,Natural,11/3/11,2/10/12,6/2/14,99,
1704,230,230,BXD102,F,HF,949,Natural,9/18/11,2/10/12,4/24/14,145,
1705,1908,1908,BXD73b,F,HF,950,Natural,6/22/14,10/22/14,1/27/17,122,
1706,2087,2087,BXD73b,F,HF,951,Euthanized,10/14/14,2/6/15,5/22/17,115,
1707,2320,2320,BXD168,F,HF,957,Natural,7/23/15,9/9/15,3/6/18,48,
1708,876,876,BXD91,F,HF,965,Natural,3/19/12,7/20/12,11/9/14,123,
1709,2400,2400,BXD15,F,HF,973,Natural,7/7/15,11/3/15,3/6/18,119,
1710,1173,1173,D2B6F1,F,HF,986,Natural,4/17/13,8/8/13,12/29/15,113,
1711,1933,1880,C57BL/6J,F,HF,1004,Natural,6/17/14,10/22/14,3/17/17,127,
1712,2339,2339,BXD168,F,HF,1016,Euthanized,7/20/15,11/3/15,5/1/18,106,
1713,2230,2230,BXD168,F,HF,1024,Natural,6/24/15,8/5/15,4/13/18,42,
1714,2162,2162,BXD45,F,HF,1053,Natural,12/30/14,3/13/15,11/17/17,73,
1715,2338,2338,BXD168,F,HF,1079,Euthanized,7/20/15,11/3/15,7/3/18,106,
1716,482,482,BXD12,F,HF,1088,Natural,10/31/10,2/13/12,10/23/13,470,
1717,1164,1164,D2B6F1,F,HF,1107,Natural,4/8/12,8/8/13,4/20/15,487,
1718,483,483,BXD12,F,HF,1108,Natural,10/31/10,2/13/12,11/12/13,470,
1719,481,481,BXD12,F,HF,1117,Natural,10/31/10,2/13/12,11/21/13,470,
1720,1166,1166,D2B6F1,F,HF,1161,Natural,4/8/12,8/8/13,6/13/15,487,
1721,484,484,BXD12,F,HF,1229,Natural,10/31/10,2/13/12,3/13/14,470,
1722,1078,1078,BXD68,F,HF,1242,Natural,5/26/12,8/8/13,10/20/15,439,
